qid,date,section,mp,matched_score,matched_date,rank,MND,MinDef,MFA,MinLaw,MHA,MOT,MOF,MOM,MTI,MCCY,MSF,MOH,PMO,MEWR,MCI,MOE,speaker,dob,yob,start,end,gender,party,race,age,tenure,opposition,non-partisan,parl10,parl11,parl12,parl13,parl,num,voters,valid_votes,vote_share,vote,winners_majority_share,winners_majority,swing
9426,2010-03-06,Prime News,11,0.7777777777777778,2010-03-05,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18607.0,8031,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
9427,2010-03-06,Prime News,11,0.975,2010-03-05,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18607.0,8031,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
9428,2010-03-06,Prime News,11,0.8242424242424242,2010-03-05,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18607.0,8031,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
9429,2010-09-17,Singapore,141,0.8054298642533937,2010-09-16,minister,,,,,,1.0,1.0,,,,,,1.0,,,,0,1959-02-26,1959,1996-12-23,19/4/2011,female,pap,chinese,18830.0,5015,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
9430,2010-09-17,Singapore,141,1.0,2010-09-16,minister,,,,,,1.0,1.0,,,,,,1.0,,,,0,1959-02-26,1959,1996-12-23,19/4/2011,female,pap,chinese,18830.0,5015,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
9431,2010-03-09,Singapore,38,0.6046511627906976,2010-03-08,mp,,,,,,,,,,,,,,,,,0,1963-12-24,1963,2001-03-11,25/8/2015,female,pap,chinese,16876.0,3284,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
9432,2010-03-09,Singapore,38,0.5853658536585366,2010-03-08,mp,,,,,,,,,,,,,,,,,0,1963-12-24,1963,2001-03-11,25/8/2015,female,pap,chinese,16876.0,3284,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
9433,2010-03-09,Singapore,156,0.6666666666666666,2010-03-08,mp,,,,,,,,,,,,,,,,,0,1956-04-15,1956,2001-10-25,19/4/2011,female,pap,chinese,19685.0,3056,0,0,0,1,0,0,11th parliament,5.0,137739.0,,,,,,
9434,2010-03-09,Singapore,156,0.8755555555555555,2010-03-08,mp,,,,,,,,,,,,,,,,,0,1956-04-15,1956,2001-10-25,19/4/2011,female,pap,chinese,19685.0,3056,0,0,0,1,0,0,11th parliament,5.0,137739.0,,,,,,
9435,2010-03-09,Singapore,156,0.9888268156424581,2010-03-08,mp,,,,,,,,,,,,,,,,,0,1956-04-15,1956,2001-10-25,19/4/2011,female,pap,chinese,19685.0,3056,0,0,0,1,0,0,11th parliament,5.0,137739.0,,,,,,
9436,2010-08-17,Singapore,18,0.9825783972125436,2010-08-16,minister,,,,,,,,,1.0,,,,,,,,0,1954-09-04,1954,1991-08-21,2018-03-02 00:00:00,male,pap,chinese,20435.0,6935,0,0,0,1,0,0,11th parliament,5.0,137739.0,,,,,,
9437,2010-08-17,Singapore,18,0.9492753623188406,2010-08-16,minister,,,,,,,,,1.0,,,,,,,,0,1954-09-04,1954,1991-08-21,2018-03-02 00:00:00,male,pap,chinese,20435.0,6935,0,0,0,1,0,0,11th parliament,5.0,137739.0,,,,,,
9438,2010-08-17,Singapore,18,0.7,2010-08-16,minister,,,,,,,,,1.0,,,,,,,,0,1954-09-04,1954,1991-08-21,2018-03-02 00:00:00,male,pap,chinese,20435.0,6935,0,0,0,1,0,0,11th parliament,5.0,137739.0,,,,,,
9439,2010-08-17,Singapore,18,0.7909604519774012,2010-08-16,minister,,,,,,,,,1.0,,,,,,,,0,1954-09-04,1954,1991-08-21,2018-03-02 00:00:00,male,pap,chinese,20435.0,6935,0,0,0,1,0,0,11th parliament,5.0,137739.0,,,,,,
9440,2010-04-28,Singapore,100,0.5806451612903226,2010-04-27,minister,1.0,,,,,,,,,,,,,,,,0,1948-12-09,1948,1988-03-09,25/8/2015,male,pap,chinese,22419.0,8084,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
9441,2010-04-28,Singapore,100,0.9906542056074766,2010-04-27,minister,1.0,,,,,,,,,,,,,,,,0,1948-12-09,1948,1988-03-09,25/8/2015,male,pap,chinese,22419.0,8084,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
9442,2010-04-28,Singapore,100,0.717948717948718,2010-04-27,minister,1.0,,,,,,,,,,,,,,,,0,1948-12-09,1948,1988-03-09,25/8/2015,male,pap,chinese,22419.0,8084,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
9443,2010-04-28,Singapore,19,0.6375838926174496,2010-04-27,mp,,,,,,,,,,,,,,,,,0,1954-08-23,1954,2001-10-25,2017-07-08 00:00:00,female,pap,malay,20336.0,3106,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
9444,2010-04-28,Singapore,100,0.8421052631578947,2010-04-27,minister,1.0,,,,,,,,,,,,,,,,0,1948-12-09,1948,1988-03-09,25/8/2015,male,pap,chinese,22419.0,8084,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
9445,2010-04-28,Singapore,100,0.5734265734265734,2010-04-27,minister,1.0,,,,,,,,,,,,,,,,0,1948-12-09,1948,1988-03-09,25/8/2015,male,pap,chinese,22419.0,8084,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
9446,2010-03-03,Singapore,7,0.922077922077922,2010-03-02,mp,,,,,,,,,,,,,,,,,0,1956-05-09,1956,1991-08-31,2018-03-02 00:00:00,male,wp,chinese,19655.0,6758,1,0,0,1,0,0,11th parliament,1.0,23759.0,22297.0,62.7,13989.0,25.4,5681.0,7.7
9447,2010-03-03,Singapore,7,0.8951048951048951,2010-03-02,mp,,,,,,,,,,,,,,,,,0,1956-05-09,1956,1991-08-31,2018-03-02 00:00:00,male,wp,chinese,19655.0,6758,1,0,0,1,0,0,11th parliament,1.0,23759.0,22297.0,62.7,13989.0,25.4,5681.0,7.7
9448,2010-03-03,Singapore,7,0.2897196261682243,2010-03-02,mp,,,,,,,,,,,,,,,,,0,1956-05-09,1956,1991-08-31,2018-03-02 00:00:00,male,wp,chinese,19655.0,6758,1,0,0,1,0,0,11th parliament,1.0,23759.0,22297.0,62.7,13989.0,25.4,5681.0,7.7
9449,2010-03-03,Singapore,50,0.7372881355932204,2010-03-02,mp,,,,,,,,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,15182.0,1405,0,0,0,1,0,0,11th parliament,5.0,115323.0,,,,,,
9450,2010-03-03,Singapore,7,0.713091922005571,2010-03-02,mp,,,,,,,,,,,,,,,,,0,1956-05-09,1956,1991-08-31,2018-03-02 00:00:00,male,wp,chinese,19655.0,6758,1,0,0,1,0,0,11th parliament,1.0,23759.0,22297.0,62.7,13989.0,25.4,5681.0,7.7
9451,2010-03-03,Singapore,7,0.6735395189003437,2010-03-02,mp,,,,,,,,,,,,,,,,,0,1956-05-09,1956,1991-08-31,2018-03-02 00:00:00,male,wp,chinese,19655.0,6758,1,0,0,1,0,0,11th parliament,1.0,23759.0,22297.0,62.7,13989.0,25.4,5681.0,7.7
9452,2010-03-03,Singapore,7,0.6790450928381963,2010-03-02,mp,,,,,,,,,,,,,,,,,0,1956-05-09,1956,1991-08-31,2018-03-02 00:00:00,male,wp,chinese,19655.0,6758,1,0,0,1,0,0,11th parliament,1.0,23759.0,22297.0,62.7,13989.0,25.4,5681.0,7.7
9453,2010-03-03,Singapore,7,1.0,2010-03-02,mp,,,,,,,,,,,,,,,,,0,1956-05-09,1956,1991-08-31,2018-03-02 00:00:00,male,wp,chinese,19655.0,6758,1,0,0,1,0,0,11th parliament,1.0,23759.0,22297.0,62.7,13989.0,25.4,5681.0,7.7
9454,2010-03-05,Singapore,20,0.8484848484848485,2010-03-04,mp,,,,,,,,,,,,,,,,,0,1959-09-02,1959,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,18446.0,3052,0,0,0,1,0,0,11th parliament,1.0,24975.0,23448.0,60.4,14156.0,20.8,4864.0,-4.9
9455,2010-11-23,Singapore,20,0.984375,2010-11-22,mp,,,,,,,,,,,,,,,,,0,1959-09-02,1959,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,18709.0,3315,0,0,0,1,0,0,11th parliament,1.0,24975.0,23448.0,60.4,14156.0,20.8,4864.0,-4.9
9456,2010-11-23,Singapore,20,0.9743589743589743,2010-11-22,mp,,,,,,,,,,,,,,,,,0,1959-09-02,1959,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,18709.0,3315,0,0,0,1,0,0,11th parliament,1.0,24975.0,23448.0,60.4,14156.0,20.8,4864.0,-4.9
9457,2010-03-11,Singapore,9,0.7619047619047619,2010-03-10,mp,,,,,,,,,,,,,,,,,0,,1961,2006-04-27,2018-03-02 00:00:00,male,pap,chinese,17885.0,1413,0,0,0,1,0,0,11th parliament,6.0,155149.0,,,,,,
9458,2010-03-11,Singapore,157,0.5777777777777777,2010-03-10,mp,,,,,,,,,,,,,,,,,0,1960-08-19,1960,2001-10-25,19/4/2011,male,pap,chinese,18100.0,3058,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
9459,2010-03-11,Singapore,34,0.7142857142857143,2010-03-10,minister,,,,,,,,,,1.0,,,,,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,17941.0,3058,0,0,0,1,0,0,11th parliament,5.0,118155.0,,,,,,
9460,2010-09-17,Prime News,153,0.9473684210526315,2010-09-16,dpm,,,,,1.0,,,,,,,,,,,,0,1946-08-09,1946,1984-12-22,2015-11-09 00:00:00,male,pap,chinese,23414.0,9399,0,0,0,1,0,0,11th parliament,5.0,115323.0,,,,,,
9461,2010-09-17,Prime News,153,0.9928057553956835,2010-09-16,dpm,,,,,1.0,,,,,,,,,,,,0,1946-08-09,1946,1984-12-22,2015-11-09 00:00:00,male,pap,chinese,23414.0,9399,0,0,0,1,0,0,11th parliament,5.0,115323.0,,,,,,
9462,2010-01-12,Singapore,54,0.9820359281437125,2010-01-11,sps,1.0,,,,,,,,,,,,,,,,0,1965-07-19,1965,2001-10-25,2018-03-02 00:00:00,male,pap,malay,16247.0,3000,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
9463,2010-01-12,Singapore,54,0.9921259842519685,2010-01-11,sps,1.0,,,,,,,,,,,,,,,,0,1965-07-19,1965,2001-10-25,2018-03-02 00:00:00,male,pap,malay,16247.0,3000,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
9464,2010-03-12,Singapore,145,0.6218487394957983,2010-03-11,minister,,,1.0,,,1.0,,,,,,,,,,,0,1959-06-24,1959,2001-10-25,19/4/2011,male,pap,chinese,18523.0,3059,0,0,0,1,0,0,11th parliament,5.0,116653.0,104804.0,63.9,66931.0,27.8,29058.0,
9465,2010-03-11,Prime News,56,0.8038277511961722,2010-03-10,sms,1.0,,,,,,,,,,,,,,,1.0,0,1964-03-29,1964,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16782.0,1413,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
9466,2010-08-17,Prime News,141,0.9954954954954955,2010-08-16,minister,,,,,,1.0,1.0,,,,,,1.0,,,,0,1959-02-26,1959,1996-12-23,19/4/2011,female,pap,chinese,18799.0,4984,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
9467,2010-08-17,Prime News,141,0.9927536231884058,2010-08-16,minister,,,,,,1.0,1.0,,,,,,1.0,,,,0,1959-02-26,1959,1996-12-23,19/4/2011,female,pap,chinese,18799.0,4984,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
9468,2010-08-17,Prime News,141,0.9905956112852664,2010-08-16,minister,,,,,,1.0,1.0,,,,,,1.0,,,,0,1959-02-26,1959,1996-12-23,19/4/2011,female,pap,chinese,18799.0,4984,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
9469,2010-08-17,Prime News,141,0.6557377049180327,2010-08-16,minister,,,,,,1.0,1.0,,,,,,1.0,,,,0,1959-02-26,1959,1996-12-23,19/4/2011,female,pap,chinese,18799.0,4984,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
9470,2010-08-17,Prime News,141,0.9954337899543378,2010-08-16,minister,,,,,,1.0,1.0,,,,,,1.0,,,,0,1959-02-26,1959,1996-12-23,19/4/2011,female,pap,chinese,18799.0,4984,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
9471,2010-08-17,Prime News,141,0.8181818181818182,2010-08-16,minister,,,,,,1.0,1.0,,,,,,1.0,,,,0,1959-02-26,1959,1996-12-23,19/4/2011,female,pap,chinese,18799.0,4984,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
9472,2010-04-28,Singapore,34,1.0,2010-04-27,minister,,,,,,,,,,1.0,,,,,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,17989.0,3106,0,0,0,1,0,0,11th parliament,5.0,118155.0,,,,,,
9473,2010-04-28,Singapore,34,0.6885245901639344,2010-04-27,minister,,,,,,,,,,1.0,,,,,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,17989.0,3106,0,0,0,1,0,0,11th parliament,5.0,118155.0,,,,,,
9474,2010-04-28,Singapore,34,0.8640776699029126,2010-04-27,minister,,,,,,,,,,1.0,,,,,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,17989.0,3106,0,0,0,1,0,0,11th parliament,5.0,118155.0,,,,,,
9475,2010-04-28,Singapore,34,0.900709219858156,2010-04-27,minister,,,,,,,,,,1.0,,,,,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,17989.0,3106,0,0,0,1,0,0,11th parliament,5.0,118155.0,,,,,,
9476,2010-04-28,Singapore,34,0.9743589743589743,2010-04-27,minister,,,,,,,,,,1.0,,,,,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,17989.0,3106,0,0,0,1,0,0,11th parliament,5.0,118155.0,,,,,,
9477,2010-04-28,Singapore,34,0.7763157894736842,2010-04-27,minister,,,,,,,,,,1.0,,,,,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,17989.0,3106,0,0,0,1,0,0,11th parliament,5.0,118155.0,,,,,,
9478,2010-04-28,Singapore,34,0.9333333333333333,2010-04-27,minister,,,,,,,,,,1.0,,,,,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,17989.0,3106,0,0,0,1,0,0,11th parliament,5.0,118155.0,,,,,,
9479,2010-03-13,Singapore,14,0.9015873015873016,2010-03-12,minister,,,,,,,,,,,,,,,1.0,1.0,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,17740.0,1490,0,0,0,1,0,0,11th parliament,6.0,148141.0,,,,,,
9480,2010-03-13,Singapore,14,0.3628318584070797,2010-03-12,minister,,,,,,,,,,,,,,,1.0,1.0,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,17740.0,1490,0,0,0,1,0,0,11th parliament,6.0,148141.0,,,,,,
9481,2010-03-13,Singapore,143,0.8708133971291866,2010-03-12,nmp,,,,,,,,,,,,,,,,,0,1968-01-03,1968,2009-07-18,19/4/2011,female,ind,chinese,15409.0,237,0,1,0,1,0,0,11th parliament,,,,,,,,
9482,2010-03-13,Singapore,143,0.6701030927835051,2010-03-12,nmp,,,,,,,,,,,,,,,,,0,1968-01-03,1968,2009-07-18,19/4/2011,female,ind,chinese,15409.0,237,0,1,0,1,0,0,11th parliament,,,,,,,,
9483,2010-07-20,Prime News,41,0.9908256880733946,2010-07-19,minister,,,,,,,,,,,,,,1.0,,,0,1955-03-10,1955,1997-02-01,2018-03-02 00:00:00,male,pap,malay,20220.0,4916,0,0,0,1,0,0,11th parliament,5.0,93025.0,85064.0,69.3,58913.0,38.6,32762.0,-5.2
9484,2010-07-20,Prime News,41,0.7230046948356808,2010-07-19,minister,,,,,,,,,,,,,,1.0,,,0,1955-03-10,1955,1997-02-01,2018-03-02 00:00:00,male,pap,malay,20220.0,4916,0,0,0,1,0,0,11th parliament,5.0,93025.0,85064.0,69.3,58913.0,38.6,32762.0,-5.2
9485,2010-05-19,Singapore,11,0.8431372549019608,2010-05-18,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18681.0,8105,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
9486,2010-01-12,Money,18,0.656934306569343,2010-01-11,minister,,,,,,,,,1.0,,,,,,,,0,1954-09-04,1954,1991-08-21,2018-03-02 00:00:00,male,pap,chinese,20218.0,6718,0,0,0,1,0,0,11th parliament,5.0,137739.0,,,,,,
9487,2010-01-12,Money,18,0.99609375,2010-01-11,minister,,,,,,,,,1.0,,,,,,,,0,1954-09-04,1954,1991-08-21,2018-03-02 00:00:00,male,pap,chinese,20218.0,6718,0,0,0,1,0,0,11th parliament,5.0,137739.0,,,,,,
9488,2010-09-16,Prime News,100,0.8929663608562691,2010-09-15,minister,1.0,,,,,,,,,,,,,,,,0,1948-12-09,1948,1988-03-09,25/8/2015,male,pap,chinese,22560.0,8225,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
9489,2010-09-16,Prime News,100,0.8934426229508197,2010-09-15,minister,1.0,,,,,,,,,,,,,,,,0,1948-12-09,1948,1988-03-09,25/8/2015,male,pap,chinese,22560.0,8225,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
9490,2010-09-16,Prime News,100,0.5777777777777777,2010-09-15,minister,1.0,,,,,,,,,,,,,,,,0,1948-12-09,1948,1988-03-09,25/8/2015,male,pap,chinese,22560.0,8225,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
9491,2010-09-16,Prime News,100,0.4900990099009901,2010-09-15,minister,1.0,,,,,,,,,,,,,,,,0,1948-12-09,1948,1988-03-09,25/8/2015,male,pap,chinese,22560.0,8225,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
9492,2010-09-16,Prime News,100,0.5841269841269842,2010-09-15,minister,1.0,,,,,,,,,,,,,,,,0,1948-12-09,1948,1988-03-09,25/8/2015,male,pap,chinese,22560.0,8225,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
9493,2010-07-20,Singapore,11,0.5899280575539568,2010-07-19,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18743.0,8167,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
9494,2010-07-20,Singapore,73,0.704,2010-07-19,mp,,,,,,,,,,,,,,,,,0,1970-08-31,1970,2006-04-27,2018-03-02 00:00:00,male,pap,chinese,14567.0,1544,0,0,0,1,0,0,11th parliament,6.0,148141.0,,,,,,
9495,2010-04-27,Singapore,41,0.819672131147541,2010-04-26,minister,,,,,,,,,,,,,,1.0,,,0,1955-03-10,1955,1997-02-01,2018-03-02 00:00:00,male,pap,malay,20136.0,4832,0,0,0,1,0,0,11th parliament,5.0,93025.0,85064.0,69.3,58913.0,38.6,32762.0,-5.2
9496,2010-04-27,Singapore,41,0.7788461538461539,2010-04-26,minister,,,,,,,,,,,,,,1.0,,,0,1955-03-10,1955,1997-02-01,2018-03-02 00:00:00,male,pap,malay,20136.0,4832,0,0,0,1,0,0,11th parliament,5.0,93025.0,85064.0,69.3,58913.0,38.6,32762.0,-5.2
9497,2010-04-27,Singapore,41,0.9968253968253968,2010-04-26,minister,,,,,,,,,,,,,,1.0,,,0,1955-03-10,1955,1997-02-01,2018-03-02 00:00:00,male,pap,malay,20136.0,4832,0,0,0,1,0,0,11th parliament,5.0,93025.0,85064.0,69.3,58913.0,38.6,32762.0,-5.2
9498,2010-03-10,Singapore,6,0.5422222222222223,2010-03-09,minister,,1.0,,,,,,,,,,,,,,1.0,0,1958-10-12,1958,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,18776.0,3057,0,0,0,1,0,0,11th parliament,5.0,115323.0,,,,,,
9499,2010-03-10,Singapore,6,0.9722222222222222,2010-03-09,minister,,1.0,,,,,,,,,,,,,,1.0,0,1958-10-12,1958,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,18776.0,3057,0,0,0,1,0,0,11th parliament,5.0,115323.0,,,,,,
9500,2010-03-10,Singapore,50,0.644808743169399,2010-03-09,mp,,,,,,,,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,15189.0,1412,0,0,0,1,0,0,11th parliament,5.0,115323.0,,,,,,
9501,2010-03-10,Singapore,50,0.9538461538461539,2010-03-09,mp,,,,,,,,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,15189.0,1412,0,0,0,1,0,0,11th parliament,5.0,115323.0,,,,,,
9502,2010-03-05,Singapore,13,0.9907407407407407,2010-03-04,dpm,,1.0,,,,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,20156.0,6284,0,0,0,1,0,0,11th parliament,6.0,178443.0,164940.0,68.7,113322.0,37.4,61704.0,
9503,2010-01-13,Singapore,49,0.6842105263157895,2010-01-12,mp,,,,,,,,,,,,,,,,,0,1960-06-10,1960,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,18113.0,1317,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
9504,2010-03-13,Prime News,158,0.9318181818181818,2010-03-12,mp,,,,,,,,,,,,,,,,,0,1939-12-08,1939,1981-03-02,2009-01-04 00:00:00,male,pap,indian,25662.0,10602,0,0,0,1,0,0,11th parliament,5.0,116653.0,104804.0,63.9,66931.0,27.8,29058.0,
9505,2010-03-13,Prime News,158,0.8333333333333334,2010-03-12,mp,,,,,,,,,,,,,,,,,0,1939-12-08,1939,1981-03-02,2009-01-04 00:00:00,male,pap,indian,25662.0,10602,0,0,0,1,0,0,11th parliament,5.0,116653.0,104804.0,63.9,66931.0,27.8,29058.0,
9506,2010-03-13,Prime News,158,0.8811188811188811,2010-03-12,mp,,,,,,,,,,,,,,,,,0,1939-12-08,1939,1981-03-02,2009-01-04 00:00:00,male,pap,indian,25662.0,10602,0,0,0,1,0,0,11th parliament,5.0,116653.0,104804.0,63.9,66931.0,27.8,29058.0,
9507,2010-03-13,Prime News,158,0.8445945945945946,2010-03-12,mp,,,,,,,,,,,,,,,,,0,1939-12-08,1939,1981-03-02,2009-01-04 00:00:00,male,pap,indian,25662.0,10602,0,0,0,1,0,0,11th parliament,5.0,116653.0,104804.0,63.9,66931.0,27.8,29058.0,
9508,2010-03-05,Singapore,17,0.96,2010-03-04,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,19365.0,3280,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
9509,2010-03-05,Singapore,17,0.975609756097561,2010-03-04,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,19365.0,3280,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
9510,2010-03-05,Singapore,17,0.9888888888888889,2010-03-04,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,19365.0,3280,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
9511,2010-03-05,Singapore,17,0.9083665338645418,2010-03-04,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,19365.0,3280,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
9512,2010-03-05,Singapore,17,0.9944444444444445,2010-03-04,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,19365.0,3280,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
9513,2010-03-05,Singapore,17,0.9807692307692307,2010-03-04,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,19365.0,3280,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
9514,2010-03-05,Growth strategy 'not wrong-headed',17,0.96,2010-03-04,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,19365.0,3280,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
9515,2010-03-05,Growth strategy 'not wrong-headed',17,0.975609756097561,2010-03-04,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,19365.0,3280,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
9516,2010-03-05,Growth strategy 'not wrong-headed',17,0.9888888888888889,2010-03-04,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,19365.0,3280,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
9517,2010-03-05,Growth strategy 'not wrong-headed',17,0.9083665338645418,2010-03-04,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,19365.0,3280,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
9518,2010-03-05,Growth strategy 'not wrong-headed',17,0.997229916897507,2010-03-04,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,19365.0,3280,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
9519,2010-03-05,Growth strategy 'not wrong-headed',17,0.9807692307692307,2010-03-04,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,19365.0,3280,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
9520,2010-05-19,Singapore,87,0.9975429975429976,2010-05-18,mp,,,,,,,,,,,,,,,,,0,1968-07-14,1968,2006-06-05,2012-12-12 00:00:00,male,pap,eurasian,15283.0,1443,0,0,0,1,0,0,11th parliament,6.0,178443.0,164940.0,68.7,113322.0,37.4,61704.0,
